"","match","team","tsync","DD","Tier","Win Lose"
"1","593144800","dire",0,35.32074314,"Pro","Lose"
"2","593144800","dire",1,35.40096199,"Pro","Lose"
"3","593144800","dire",2,36.54824778,"Pro","Lose"
"4","593144800","dire",3,38.34321604,"Pro","Lose"
"5","593144800","dire",4,40.30726534,"Pro","Lose"
"6","593144800","dire",5,42.82878241,"Pro","Lose"
"7","593144800","dire",6,45.26614872,"Pro","Lose"
"8","593144800","dire",7,47.25597368,"Pro","Lose"
"9","593144800","dire",8,47.48210846,"Pro","Lose"
"10","593144800","dire",9,47.80991112,"Pro","Lose"
"11","593144800","dire",10,49.11814332,"Pro","Lose"
"12","593144800","dire",11,52.79757744,"Pro","Lose"
"13","593144800","dire",12,55.58055301,"Pro","Lose"
"14","593144800","dire",13,58.86906363,"Pro","Lose"
"15","593144800","dire",14,61.60069739,"Pro","Lose"
"16","593144800","dire",15,60.98626747,"Pro","Lose"
"17","593144800","dire",16,59.21326259,"Pro","Lose"
"18","593144800","dire",17,56.4047622,"Pro","Lose"
"19","593144800","dire",18,54.36181474,"Pro","Lose"
"20","593144800","dire",19,52.94682784,"Pro","Lose"
"21","593144800","dire",20,52.79370541,"Pro","Lose"
"22","593144800","dire",21,53.43518182,"Pro","Lose"
"23","593144800","dire",22,54.98228726,"Pro","Lose"
"24","593144800","dire",23,57.7341804,"Pro","Lose"
"25","593144800","dire",24,59.52930765,"Pro","Lose"
"26","593144800","dire",25,61.56710797,"Pro","Lose"
"27","593144800","dire",26,61.31090826,"Pro","Lose"
"28","593144800","dire",27,63.33003772,"Pro","Lose"
"29","593144800","dire",28,67.37404563,"Pro","Lose"
"30","593144800","dire",29,68.56606461,"Pro","Lose"
"31","593144800","dire",30,68.05344437,"Pro","Lose"
"32","593144800","dire",31,69.38983754,"Pro","Lose"
"33","593144800","dire",32,71.51865094,"Pro","Lose"
"34","593144800","dire",33,72.1377456,"Pro","Lose"
"35","593144800","dire",34,72.73169593,"Pro","Lose"
"36","593144800","dire",35,73.29707309,"Pro","Lose"
"37","593144800","dire",36,74.61274716,"Pro","Lose"
"38","593144800","dire",37,74.09742198,"Pro","Lose"
"39","593144800","dire",38,74.08822756,"Pro","Lose"
"40","593144800","dire",39,75.23819926,"Pro","Lose"
