"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",536333,12,13,"580795951","radiant","EG%2EArteezy",1,600,0,0,"Pro","base1 radiant"
"2",536333,12,13,"580795951","radiant","EG%2EArteezy",1,600,1,4.79095620778569e-07,"Pro","base1 radiant"
"3",536333,12,13,"580795951","radiant","EG%2EArteezy",1,600,2,9.58191241557137e-07,"Pro","base1 radiant"
"4",536333,12,13,"580795951","radiant","EG%2EArteezy",1,600,3,1.43728686233571e-06,"Pro","base1 radiant"
"5",539533,12,14,"580795951","radiant","EG%2EArteezy",1,3800,4,1.91638248311427e-06,"Pro","base1 radiant"
"6",540333,13,16,"580795951","radiant","EG%2EArteezy",1,4600,5,2.39547810389284e-06,"Pro","base1 radiant"
"7",541600,15,18,"580795951","radiant","EG%2EArteezy",1,5867,6,2.87457372467141e-06,"Pro","base1 radiant"
"8",542400,16,20,"580795951","radiant","EG%2EArteezy",1,6667,7,3.35366934544998e-06,"Pro","base1 radiant"
"9",543600,18,22,"580795951","radiant","EG%2EArteezy",1,7867,8,3.83276496622855e-06,"Pro","base1 radiant"
"10",544600,20,23,"580795951","radiant","EG%2EArteezy",1,8867,9,4.31186058700712e-06,"Pro","base1 radiant"
"11",545466,22,24,"580795951","radiant","EG%2EArteezy",1,9733,10,4.79095620778569e-06,"Pro","base1 radiant"
"12",546400,24,25,"580795951","radiant","EG%2EArteezy",1,10667,11,5.27005182856426e-06,"Pro","base1 radiant"
"13",547533,26,27,"580795951","radiant","EG%2EArteezy",1,11800,12,5.74914744934282e-06,"Pro","base1 radiant"
"14",548600,26,29,"580795951","radiant","EG%2EArteezy",1,12867,13,6.22824307012139e-06,"Pro","base1 radiant"
"15",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,14,6.70733869089996e-06,"Pro","base1 radiant"
"16",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,15,7.18643431167853e-06,"Pro","base1 radiant"
"17",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,16,7.6655299324571e-06,"Pro","base1 radiant"
"18",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,17,8.14462555323567e-06,"Pro","base1 radiant"
"19",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,18,8.62372117401424e-06,"Pro","base1 radiant"
"20",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,19,9.10281679479281e-06,"Pro","base1 radiant"
"21",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,20,9.58191241557137e-06,"Pro","base1 radiant"
"22",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,21,1.00610080363499e-05,"Pro","base1 radiant"
"23",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,22,1.05401036571285e-05,"Pro","base1 radiant"
"24",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,23,1.10191992779071e-05,"Pro","base1 radiant"
"25",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,24,1.14982948986856e-05,"Pro","base1 radiant"
"26",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,25,1.19773905194642e-05,"Pro","base1 radiant"
"27",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,26,1.24564861402428e-05,"Pro","base1 radiant"
"28",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,27,1.29355817610214e-05,"Pro","base1 radiant"
"29",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,28,1.34146773817999e-05,"Pro","base1 radiant"
"30",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,29,1.38937730025785e-05,"Pro","base1 radiant"
"31",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,30,1.43728686233571e-05,"Pro","base1 radiant"
"32",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,31,1.48519642441356e-05,"Pro","base1 radiant"
"33",549733,27,29,"580795951","radiant","EG%2EArteezy",1,14000,32,1.53310598649142e-05,"Pro","base1 radiant"
