"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",99333,116,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,467,0,0,"Pro","base2 dire"
"2",99333,116,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,467,1,4.27307879172715e-07,"Pro","base2 dire"
"3",99333,116,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,467,2,8.5461575834543e-07,"Pro","base2 dire"
"4",101866,115,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,3000,3,1.28192363751814e-06,"Pro","base2 dire"
"5",102800,114,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,3934,4,1.70923151669086e-06,"Pro","base2 dire"
"6",102800,114,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,3934,5,2.13653939586357e-06,"Pro","base2 dire"
"7",102800,114,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,3934,6,2.56384727503629e-06,"Pro","base2 dire"
"8",102800,114,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,3934,7,2.991155154209e-06,"Pro","base2 dire"
"9",106800,111,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,7934,8,3.41846303338172e-06,"Pro","base2 dire"
"10",107666,109,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,8800,9,3.84577091255443e-06,"Pro","base2 dire"
"11",108466,107,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,9600,10,4.27307879172715e-06,"Pro","base2 dire"
"12",109733,104,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,10867,11,4.70038667089986e-06,"Pro","base2 dire"
"13",110533,102,109,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,11667,12,5.12769455007258e-06,"Pro","base2 dire"
"14",111866,99,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,13000,13,5.55500242924529e-06,"Pro","base2 dire"
"15",112600,97,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,13734,14,5.98231030841801e-06,"Pro","base2 dire"
"16",113800,94,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,14934,15,6.40961818759072e-06,"Pro","base2 dire"
"17",114600,92,108,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,15734,16,6.83692606676344e-06,"Pro","base2 dire"
"18",115866,89,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,17000,17,7.26423394593615e-06,"Pro","base2 dire"
"19",116666,87,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,17800,18,7.69154182510887e-06,"Pro","base2 dire"
"20",117466,85,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,18600,19,8.11884970428158e-06,"Pro","toplane dire"
"21",118733,82,107,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,19867,20,8.5461575834543e-06,"Pro","toplane dire"
"22",119600,80,106,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,20734,21,8.97346546262701e-06,"Pro","toplane dire"
"23",120800,77,106,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,21934,22,9.40077334179973e-06,"Pro","toplane dire"
"24",121666,75,106,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,22800,23,9.82808122097244e-06,"Pro","toplane dire"
"25",122866,72,106,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,24000,24,1.02553891001452e-05,"Pro","toplane dire"
"26",123666,70,105,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,24800,25,1.06826969793179e-05,"Pro","toplane dire"
"27",124533,68,105,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,25667,26,1.11100048584906e-05,"Pro","toplane dire"
"28",125800,65,104,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,26934,27,1.15373127376633e-05,"Pro","toplane dire"
"29",126666,63,103,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,27800,28,1.1964620616836e-05,"Pro","toplane dire"
"30",127600,61,102,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,28734,29,1.23919284960087e-05,"Pro","toplane dire"
"31",128466,59,101,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,29600,30,1.28192363751814e-05,"Pro","jungle dire"
"32",129866,56,100,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,31000,31,1.32465442543542e-05,"Pro","jungle dire"
"33",130733,54,99,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,31867,32,1.36738521335269e-05,"Pro","jungle dire"
"34",131533,52,99,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,32667,33,1.41011600126996e-05,"Pro","jungle dire"
"35",132800,49,99,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,33934,34,1.45284678918723e-05,"Pro","jungle dire"
"36",133600,47,99,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,34734,35,1.4955775771045e-05,"Pro","jungle dire"
"37",134800,44,99,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,35934,36,1.53830836502177e-05,"Pro","jungle dire"
"38",135600,42,98,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,36734,37,1.58103915293905e-05,"Pro","jungle dire"
"39",136866,39,98,"599472634","dire","Empire%2EALWAYSWANNAFLY",1,38000,38,1.62376994085632e-05,"Pro","jungle dire"
