"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",906300,13,14,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,867,0,0,"Pro","base1 radiant"
"2",906300,13,14,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,867,1,3.93917907508075e-07,"Pro","base1 radiant"
"3",907166,13,16,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,1733,2,7.87835815016151e-07,"Pro","base1 radiant"
"4",908366,14,19,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,2933,3,1.18175372252423e-06,"Pro","base1 radiant"
"5",909233,14,21,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,3800,4,1.5756716300323e-06,"Pro","base1 radiant"
"6",910433,14,24,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,5000,5,1.96958953754038e-06,"Pro","base1 radiant"
"7",911300,15,26,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,5867,6,2.36350744504845e-06,"Pro","base1 radiant"
"8",912100,15,28,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,6667,7,2.75742535255653e-06,"Pro","base1 radiant"
"9",913300,15,31,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,7867,8,3.1513432600646e-06,"Pro","base1 radiant"
"10",914166,15,33,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,8733,9,3.54526116757268e-06,"Pro","base1 radiant"
"11",915366,15,36,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,9933,10,3.93917907508075e-06,"Pro","base1 radiant"
"12",916233,15,38,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,10800,11,4.33309698258883e-06,"Pro","toplane radiant"
"13",917433,15,41,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,12000,12,4.7270148900969e-06,"Pro","toplane radiant"
"14",918233,15,43,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,12800,13,5.12093279760498e-06,"Pro","toplane radiant"
"15",919433,15,46,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,14000,14,5.51485070511305e-06,"Pro","toplane radiant"
"16",920300,14,48,"591705499","radiant","%5BHyperX%5D%20Liquid%60BuLba",1,14867,15,5.90876861262113e-06,"Pro","toplane radiant"
