"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",709200,12,12,"593051940","radiant","%40MiSeRyDOTA",1,0,0,0,"Pro","base1 radiant"
"2",710000,12,11,"593051940","radiant","%40MiSeRyDOTA",1,800,1,5.19219965461488e-07,"Pro","base1 radiant"
"3",711200,14,13,"593051940","radiant","%40MiSeRyDOTA",1,2000,2,1.03843993092298e-06,"Pro","base1 radiant"
"4",712000,15,11,"593051940","radiant","%40MiSeRyDOTA",1,2800,3,1.55765989638446e-06,"Pro","base1 radiant"
"5",712000,15,11,"593051940","radiant","%40MiSeRyDOTA",1,2800,4,2.07687986184595e-06,"Pro","base1 radiant"
"6",713733,13,11,"593051940","radiant","%40MiSeRyDOTA",1,4533,5,2.59609982730744e-06,"Pro","base1 radiant"
"7",714800,13,11,"593051940","radiant","%40MiSeRyDOTA",1,5600,6,3.11531979276893e-06,"Pro","base1 radiant"
"8",715866,15,12,"593051940","radiant","%40MiSeRyDOTA",1,6666,7,3.63453975823042e-06,"Pro","base1 radiant"
"9",717066,17,13,"593051940","radiant","%40MiSeRyDOTA",1,7866,8,4.1537597236919e-06,"Pro","base1 radiant"
"10",718000,19,14,"593051940","radiant","%40MiSeRyDOTA",1,8800,9,4.67297968915339e-06,"Pro","base1 radiant"
"11",719000,21,14,"593051940","radiant","%40MiSeRyDOTA",1,9800,10,5.19219965461488e-06,"Pro","base1 radiant"
"12",720000,23,15,"593051940","radiant","%40MiSeRyDOTA",1,10800,11,5.71141962007637e-06,"Pro","base1 radiant"
"13",721133,25,17,"593051940","radiant","%40MiSeRyDOTA",1,11933,12,6.23063958553785e-06,"Pro","base1 radiant"
"14",721800,26,18,"593051940","radiant","%40MiSeRyDOTA",1,12600,13,6.74985955099934e-06,"Pro","base1 radiant"
"15",723133,28,20,"593051940","radiant","%40MiSeRyDOTA",1,13933,14,7.26907951646083e-06,"Pro","base1 radiant"
"16",724133,29,22,"593051940","radiant","%40MiSeRyDOTA",1,14933,15,7.78829948192232e-06,"Pro","base1 radiant"
"17",725066,29,24,"593051940","radiant","%40MiSeRyDOTA",1,15866,16,8.30751944738381e-06,"Pro","base1 radiant"
"18",726066,30,26,"593051940","radiant","%40MiSeRyDOTA",1,16866,17,8.82673941284529e-06,"Pro","base1 radiant"
"19",727133,31,28,"593051940","radiant","%40MiSeRyDOTA",1,17933,18,9.34595937830678e-06,"Pro","base1 radiant"
"20",728066,33,29,"593051940","radiant","%40MiSeRyDOTA",1,18866,19,9.86517934376827e-06,"Pro","midlane radiant"
"21",729133,35,30,"593051940","radiant","%40MiSeRyDOTA",1,19933,20,1.03843993092298e-05,"Pro","midlane radiant"
"22",729933,37,30,"593051940","radiant","%40MiSeRyDOTA",1,20733,21,1.09036192746912e-05,"Pro","midlane radiant"
"23",730933,39,31,"593051940","radiant","%40MiSeRyDOTA",1,21733,22,1.14228392401527e-05,"Pro","midlane radiant"
"24",731866,41,31,"593051940","radiant","%40MiSeRyDOTA",1,22666,23,1.19420592056142e-05,"Pro","midlane radiant"
"25",732800,43,32,"593051940","radiant","%40MiSeRyDOTA",1,23600,24,1.24612791710757e-05,"Pro","midlane radiant"
"26",734200,46,32,"593051940","radiant","%40MiSeRyDOTA",1,25000,25,1.29804991365372e-05,"Pro","jungle radiant"
"27",734933,47,33,"593051940","radiant","%40MiSeRyDOTA",1,25733,26,1.34997191019987e-05,"Pro","jungle radiant"
"28",736200,49,35,"593051940","radiant","%40MiSeRyDOTA",1,27000,27,1.40189390674602e-05,"Pro","void radiant"
"29",737200,51,36,"593051940","radiant","%40MiSeRyDOTA",1,28000,28,1.45381590329217e-05,"Pro","jungle radiant"
"30",738066,53,36,"593051940","radiant","%40MiSeRyDOTA",1,28866,29,1.50573789983831e-05,"Pro","jungle radiant"
"31",739000,55,36,"593051940","radiant","%40MiSeRyDOTA",1,29800,30,1.55765989638446e-05,"Pro","jungle radiant"
"32",739933,57,36,"593051940","radiant","%40MiSeRyDOTA",1,30733,31,1.60958189293061e-05,"Pro","jungle radiant"
"33",741000,58,38,"593051940","radiant","%40MiSeRyDOTA",1,31800,32,1.66150388947676e-05,"Pro","jungle radiant"
"34",742200,60,38,"593051940","radiant","%40MiSeRyDOTA",1,33000,33,1.71342588602291e-05,"Pro","jungle radiant"
"35",743133,62,39,"593051940","radiant","%40MiSeRyDOTA",1,33933,34,1.76534788256906e-05,"Pro","jungle radiant"
"36",744066,64,39,"593051940","radiant","%40MiSeRyDOTA",1,34866,35,1.81726987911521e-05,"Pro","jungle radiant"
"37",745200,66,38,"593051940","radiant","%40MiSeRyDOTA",1,36000,36,1.86919187566136e-05,"Pro","jungle radiant"
"38",745933,68,38,"593051940","radiant","%40MiSeRyDOTA",1,36733,37,1.92111387220751e-05,"Pro","jungle radiant"
"39",746933,70,38,"593051940","radiant","%40MiSeRyDOTA",1,37733,38,1.97303586875365e-05,"Pro","jungle radiant"
"40",748133,71,38,"593051940","radiant","%40MiSeRyDOTA",1,38933,39,2.0249578652998e-05,"Pro","jungle radiant"
"41",749066,73,38,"593051940","radiant","%40MiSeRyDOTA",1,39866,40,2.07687986184595e-05,"Pro","jungle radiant"
"42",750133,72,37,"593051940","radiant","%40MiSeRyDOTA",1,40933,41,2.1288018583921e-05,"Pro","void radiant"
"43",751066,72,35,"593051940","radiant","%40MiSeRyDOTA",1,41866,42,2.18072385493825e-05,"Pro","void radiant"
"44",752200,70,35,"593051940","radiant","%40MiSeRyDOTA",1,43000,43,2.2326458514844e-05,"Pro","jungle radiant"
"45",752866,71,33,"593051940","radiant","%40MiSeRyDOTA",1,43666,44,2.28456784803055e-05,"Pro","jungle radiant"
"46",753866,71,31,"593051940","radiant","%40MiSeRyDOTA",1,44666,45,2.3364898445767e-05,"Pro","jungle radiant"
"47",754800,72,29,"593051940","radiant","%40MiSeRyDOTA",1,45600,46,2.38841184112284e-05,"Pro","jungle radiant"
"48",755933,74,28,"593051940","radiant","%40MiSeRyDOTA",1,46733,47,2.44033383766899e-05,"Pro","jungle radiant"
"49",757000,76,27,"593051940","radiant","%40MiSeRyDOTA",1,47800,48,2.49225583421514e-05,"Pro","jungle radiant"
"50",758000,78,27,"593051940","radiant","%40MiSeRyDOTA",1,48800,49,2.54417783076129e-05,"Pro","jungle radiant"
"51",759000,80,28,"593051940","radiant","%40MiSeRyDOTA",1,49800,50,2.59609982730744e-05,"Pro","jungle radiant"
"52",760000,82,29,"593051940","radiant","%40MiSeRyDOTA",1,50800,51,2.64802182385359e-05,"Pro","jungle radiant"
"53",760866,81,28,"593051940","radiant","%40MiSeRyDOTA",1,51666,52,2.69994382039974e-05,"Pro","jungle radiant"
"54",761866,81,26,"593051940","radiant","%40MiSeRyDOTA",1,52666,53,2.75186581694589e-05,"Pro","jungle radiant"
"55",762333,81,25,"593051940","radiant","%40MiSeRyDOTA",1,53133,54,2.80378781349203e-05,"Pro","jungle radiant"
"56",764133,79,25,"593051940","radiant","%40MiSeRyDOTA",1,54933,55,2.85570981003818e-05,"Pro","jungle radiant"
"57",765133,77,26,"593051940","radiant","%40MiSeRyDOTA",1,55933,56,2.90763180658433e-05,"Pro","jungle radiant"
"58",766066,75,27,"593051940","radiant","%40MiSeRyDOTA",1,56866,57,2.95955380313048e-05,"Pro","jungle radiant"
"59",767200,73,28,"593051940","radiant","%40MiSeRyDOTA",1,58000,58,3.01147579967663e-05,"Pro","jungle radiant"
"60",767733,72,29,"593051940","radiant","%40MiSeRyDOTA",1,58533,59,3.06339779622278e-05,"Pro","jungle radiant"
"61",768800,71,31,"593051940","radiant","%40MiSeRyDOTA",1,59600,60,3.11531979276893e-05,"Pro","jungle radiant"
"62",770000,72,29,"593051940","radiant","%40MiSeRyDOTA",1,60800,61,3.16724178931508e-05,"Pro","jungle radiant"
"63",771133,73,27,"593051940","radiant","%40MiSeRyDOTA",1,61933,62,3.21916378586122e-05,"Pro","jungle radiant"
"64",772133,74,25,"593051940","radiant","%40MiSeRyDOTA",1,62933,63,3.27108578240737e-05,"Pro","jungle radiant"
"65",772666,75,25,"593051940","radiant","%40MiSeRyDOTA",1,63466,64,3.32300777895352e-05,"Pro","jungle radiant"
"66",772666,75,25,"593051940","radiant","%40MiSeRyDOTA",1,63466,65,3.37492977549967e-05,"Pro","jungle radiant"
"67",774666,76,25,"593051940","radiant","%40MiSeRyDOTA",1,65466,66,3.42685177204582e-05,"Pro","jungle radiant"
"68",776000,76,26,"593051940","radiant","%40MiSeRyDOTA",1,66800,67,3.47877376859197e-05,"Pro","jungle radiant"
"69",776000,76,26,"593051940","radiant","%40MiSeRyDOTA",1,66800,68,3.53069576513812e-05,"Pro","jungle radiant"
"70",777800,75,26,"593051940","radiant","%40MiSeRyDOTA",1,68600,69,3.58261776168427e-05,"Pro","jungle radiant"
"71",778800,73,27,"593051940","radiant","%40MiSeRyDOTA",1,69600,70,3.63453975823042e-05,"Pro","jungle radiant"
