"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",606466,114,91,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,733,0,0,"Pro","base2 dire"
"2",606466,114,91,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,733,1,3.258708899534e-07,"Pro","base2 dire"
"3",607400,113,89,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,1667,2,6.51741779906801e-07,"Pro","base2 dire"
"4",608666,113,86,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,2933,3,9.77612669860201e-07,"Pro","base2 dire"
"5",609733,114,84,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,4000,4,1.3034835598136e-06,"Pro","base2 dire"
"6",610466,114,82,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,4733,5,1.629354449767e-06,"Pro","base2 dire"
"7",611333,114,80,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,5600,6,1.9552253397204e-06,"Pro","base2 dire"
"8",612466,113,78,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,6733,7,2.2810962296738e-06,"Pro","base2 dire"
"9",613733,113,75,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,8000,8,2.6069671196272e-06,"Pro","bottomlane dire"
"10",614533,113,73,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,8800,9,2.9328380095806e-06,"Pro","bottomlane dire"
"11",615400,113,71,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,9667,10,3.258708899534e-06,"Pro","bottomlane dire"
"12",616733,113,68,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,11000,11,3.58457978948741e-06,"Pro","bottomlane dire"
"13",617600,113,66,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,11867,12,3.91045067944081e-06,"Pro","bottomlane dire"
"14",618533,114,64,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,12800,13,4.23632156939421e-06,"Pro","bottomlane dire"
"15",619666,114,61,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,13933,14,4.56219245934761e-06,"Pro","bottomlane dire"
"16",620400,113,59,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,14667,15,4.88806334930101e-06,"Pro","bottomlane dire"
"17",621533,113,56,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,15800,16,5.21393423925441e-06,"Pro","bottomlane dire"
"18",622666,112,53,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,16933,17,5.53980512920781e-06,"Pro","bottomlane dire"
"19",623400,112,51,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,17667,18,5.86567601916121e-06,"Pro","bottomlane dire"
"20",624533,112,48,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,18800,19,6.19154690911461e-06,"Pro","bottomlane dire"
"21",625733,112,45,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,20000,20,6.51741779906801e-06,"Pro","bottomlane dire"
"22",626466,112,43,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,20733,21,6.84328868902141e-06,"Pro","bottomlane dire"
"23",627666,111,40,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,21933,22,7.16915957897481e-06,"Pro","bottomlane dire"
"24",628733,109,38,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,23000,23,7.49503046892821e-06,"Pro","bottomlane dire"
"25",629733,109,35,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,24000,24,7.82090135888161e-06,"Pro","bottomlane radiant"
"26",630733,106,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,25000,25,8.14677224883501e-06,"Pro","river"
"27",631533,104,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,25800,26,8.47264313878841e-06,"Pro","river"
"28",632600,102,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,26867,27,8.79851402874181e-06,"Pro","void radiant"
"29",633600,100,29,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,27867,28,9.12438491869521e-06,"Pro","jungle radiant"
"30",634600,98,28,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,28867,29,9.45025580864861e-06,"Pro","jungle radiant"
"31",635400,97,26,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,29667,30,9.77612669860201e-06,"Pro","jungle radiant"
"32",636600,96,23,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,30867,31,1.01019975885554e-05,"Pro","jungle radiant"
"33",637533,94,22,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,31800,32,1.04278684785088e-05,"Pro","jungle radiant"
"34",638733,91,22,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,33000,33,1.07537393684622e-05,"Pro","jungle radiant"
"35",639466,89,22,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,33733,34,1.10796102584156e-05,"Pro","jungle radiant"
"36",640600,86,21,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,34867,35,1.1405481148369e-05,"Pro","jungle radiant"
"37",641400,84,21,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,35667,36,1.17313520383224e-05,"Pro","jungle radiant"
"38",642666,81,21,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,36933,37,1.20572229282758e-05,"Pro","jungle radiant"
"39",643333,80,22,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,37600,38,1.23830938182292e-05,"Pro","jungle radiant"
"40",644333,80,24,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,38600,39,1.27089647081826e-05,"Pro","jungle radiant"
"41",645666,81,27,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,39933,40,1.3034835598136e-05,"Pro","jungle radiant"
"42",646533,81,29,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,40800,41,1.33607064880894e-05,"Pro","jungle radiant"
"43",647400,81,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,41667,42,1.36865773780428e-05,"Pro","jungle radiant"
"44",648733,81,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,43000,43,1.40124482679962e-05,"Pro","jungle radiant"
"45",649666,80,36,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,43933,44,1.43383191579496e-05,"Pro","jungle radiant"
"46",650600,79,38,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,44867,45,1.4664190047903e-05,"Pro","jungle radiant"
"47",650600,79,38,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,44867,46,1.49900609378564e-05,"Pro","jungle radiant"
"48",651866,78,39,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,46133,47,1.53159318278098e-05,"Pro","jungle radiant"
"49",653400,76,40,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,47667,48,1.56418027177632e-05,"Pro","jungle radiant"
"50",654400,74,41,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,48667,49,1.59676736077166e-05,"Pro","jungle radiant"
"51",654933,73,42,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,49200,50,1.629354449767e-05,"Pro","jungle radiant"
"52",656733,72,44,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,51000,51,1.66194153876234e-05,"Pro","jungle radiant"
"53",657266,72,44,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,51533,52,1.69452862775768e-05,"Pro","jungle radiant"
"54",658533,73,43,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,52800,53,1.72711571675302e-05,"Pro","jungle radiant"
"55",659466,75,42,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,53733,54,1.75970280574836e-05,"Pro","void radiant"
"56",660666,77,40,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,54933,55,1.7922898947437e-05,"Pro","void radiant"
"57",661533,79,39,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,55800,56,1.82487698373904e-05,"Pro","void radiant"
"58",662666,80,37,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,56933,57,1.85746407273438e-05,"Pro","jungle radiant"
"59",663600,81,35,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,57867,58,1.89005116172972e-05,"Pro","jungle radiant"
"60",664533,82,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,58800,59,1.92263825072506e-05,"Pro","jungle radiant"
"61",665466,83,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,59733,60,1.9552253397204e-05,"Pro","jungle radiant"
"62",666400,85,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,60667,61,1.98781242871574e-05,"Pro","jungle radiant"
"63",667666,88,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,61933,62,2.02039951771108e-05,"Pro","jungle radiant"
"64",668333,88,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,62600,63,2.05298660670642e-05,"Pro","jungle radiant"
"65",669733,91,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,64000,64,2.08557369570176e-05,"Pro","jungle radiant"
"66",670600,93,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,64867,65,2.1181607846971e-05,"Pro","jungle radiant"
"67",671733,95,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,66000,66,2.15074787369244e-05,"Pro","jungle radiant"
"68",672733,97,32,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,67000,67,2.18333496268778e-05,"Pro","void radiant"
"69",673333,99,32,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,67600,68,2.21592205168312e-05,"Pro","void radiant"
"70",674666,102,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,68933,69,2.24850914067846e-05,"Pro","river"
"71",675600,104,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,69867,70,2.2810962296738e-05,"Pro","river"
"72",676466,106,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,70733,71,2.31368331866914e-05,"Pro","river"
"73",677733,109,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,72000,72,2.34627040766448e-05,"Pro","bottomlane radiant"
"74",678666,111,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,72933,73,2.37885749665982e-05,"Pro","bottomlane radiant"
"75",679733,111,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,74000,74,2.41144458565516e-05,"Pro","bottomlane radiant"
"76",680666,113,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,74933,75,2.4440316746505e-05,"Pro","bottomlane radiant"
"77",681733,113,31,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,76000,76,2.47661876364584e-05,"Pro","bottomlane radiant"
"78",682733,115,30,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,77000,77,2.50920585264118e-05,"Pro","bottomlane radiant"
"79",683400,114,32,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,77667,78,2.54179294163652e-05,"Pro","bottomlane radiant"
"80",684333,113,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,78600,79,2.57438003063186e-05,"Pro","bottomlane radiant"
"81",685333,112,36,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,79600,80,2.6069671196272e-05,"Pro","bottomlane radiant"
"82",686733,112,37,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,81000,81,2.63955420862254e-05,"Pro","bottomlane radiant"
"83",687600,113,39,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,81867,82,2.67214129761788e-05,"Pro","bottomlane dire"
"84",688466,113,41,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,82733,83,2.70472838661322e-05,"Pro","bottomlane dire"
"85",689733,113,44,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,84000,84,2.73731547560856e-05,"Pro","bottomlane dire"
"86",690600,114,46,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,84867,85,2.7699025646039e-05,"Pro","bottomlane dire"
"87",691466,114,48,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,85733,86,2.80248965359924e-05,"Pro","bottomlane dire"
"88",692466,113,50,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,86733,87,2.83507674259458e-05,"Pro","bottomlane dire"
"89",693666,113,51,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,87933,88,2.86766383158992e-05,"Pro","bottomlane dire"
"90",694000,114,51,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,88267,89,2.90025092058526e-05,"Pro","bottomlane dire"
"91",694000,114,51,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,88267,90,2.9328380095806e-05,"Pro","bottomlane dire"
"92",696066,113,52,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,90333,91,2.96542509857594e-05,"Pro","bottomlane dire"
"93",697666,113,53,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,91933,92,2.99801218757128e-05,"Pro","bottomlane dire"
"94",698533,114,55,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,92800,93,3.03059927656662e-05,"Pro","bottomlane dire"
"95",699466,113,56,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,93733,94,3.06318636556196e-05,"Pro","bottomlane dire"
"96",699866,113,55,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,94133,95,3.0957734545573e-05,"Pro","bottomlane dire"
"97",701200,114,54,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,95467,96,3.12836054355264e-05,"Pro","bottomlane dire"
"98",702600,114,52,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,96867,97,3.16094763254798e-05,"Pro","bottomlane dire"
"99",703533,114,50,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,97800,98,3.19353472154332e-05,"Pro","bottomlane dire"
"100",704466,114,49,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,98733,99,3.22612181053866e-05,"Pro","bottomlane dire"
"101",705200,114,48,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,99467,100,3.258708899534e-05,"Pro","bottomlane dire"
"102",706533,114,46,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,100800,101,3.29129598852934e-05,"Pro","bottomlane dire"
"103",707466,113,44,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,101733,102,3.32388307752469e-05,"Pro","bottomlane dire"
"104",708666,113,42,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,102933,103,3.35647016652002e-05,"Pro","bottomlane dire"
"105",709733,113,40,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,104000,104,3.38905725551536e-05,"Pro","bottomlane dire"
"106",710200,113,39,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,104467,105,3.4216443445107e-05,"Pro","bottomlane dire"
"107",711333,113,38,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,105600,106,3.45423143350605e-05,"Pro","bottomlane dire"
"108",712400,112,36,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,106667,107,3.48681852250138e-05,"Pro","bottomlane radiant"
"109",713466,111,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,107733,108,3.51940561149672e-05,"Pro","bottomlane radiant"
"110",713800,110,34,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,108067,109,3.55199270049207e-05,"Pro","bottomlane radiant"
"111",715666,111,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,109933,110,3.58457978948741e-05,"Pro","bottomlane radiant"
"112",716666,111,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,110933,111,3.61716687848275e-05,"Pro","bottomlane radiant"
"113",717066,112,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,111333,112,3.64975396747808e-05,"Pro","bottomlane radiant"
"114",717066,112,33,"580607270","dire","EG%2E%E6%82%B2%E3%81%97%E3%81%84zai",1,111333,113,3.68234105647343e-05,"Pro","bottomlane radiant"
