"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,0,0,"Pro","jungle dire"
"2",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,1,5.03296592682067e-07,"Pro","jungle dire"
"3",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,2,1.00659318536413e-06,"Pro","jungle dire"
"4",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,3,1.5098897780462e-06,"Pro","jungle dire"
"5",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,4,2.01318637072827e-06,"Pro","jungle dire"
"6",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,5,2.51648296341034e-06,"Pro","jungle dire"
"7",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,6,3.01977955609241e-06,"Pro","jungle dire"
"8",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,7,3.52307614877447e-06,"Pro","jungle dire"
"9",853566,62,74,"599569853","dire","%40MiSeRyDOTA",1,1100,8,4.02637274145654e-06,"Pro","jungle dire"
"10",861233,61,76,"599569853","dire","%40MiSeRyDOTA",1,8767,9,4.52966933413861e-06,"Pro","jungle dire"
"11",862166,61,78,"599569853","dire","%40MiSeRyDOTA",1,9700,10,5.03296592682068e-06,"Pro","jungle dire"
"12",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,11,5.53626251950274e-06,"Pro","jungle dire"
"13",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,12,6.03955911218481e-06,"Pro","jungle dire"
"14",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,13,6.54285570486688e-06,"Pro","jungle dire"
"15",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,14,7.04615229754895e-06,"Pro","jungle dire"
"16",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,15,7.54944889023101e-06,"Pro","jungle dire"
"17",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,16,8.05274548291308e-06,"Pro","jungle dire"
"18",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,17,8.55604207559515e-06,"Pro","jungle dire"
"19",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,18,9.05933866827722e-06,"Pro","jungle dire"
"20",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,19,9.56263526095928e-06,"Pro","jungle dire"
"21",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,20,1.00659318536414e-05,"Pro","jungle dire"
"22",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,21,1.05692284463234e-05,"Pro","jungle dire"
"23",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,22,1.10725250390055e-05,"Pro","jungle dire"
"24",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,23,1.15758216316876e-05,"Pro","jungle dire"
"25",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,24,1.20791182243696e-05,"Pro","jungle dire"
"26",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,25,1.25824148170517e-05,"Pro","jungle dire"
"27",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,26,1.30857114097338e-05,"Pro","jungle dire"
"28",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,27,1.35890080024158e-05,"Pro","jungle dire"
"29",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,28,1.40923045950979e-05,"Pro","jungle dire"
"30",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,29,1.459560118778e-05,"Pro","jungle dire"
"31",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,30,1.5098897780462e-05,"Pro","jungle dire"
"32",862966,61,80,"599569853","dire","%40MiSeRyDOTA",1,10500,31,1.56021943731441e-05,"Pro","jungle dire"
"33",883500,61,81,"599569853","dire","%40MiSeRyDOTA",1,31034,32,1.61054909658262e-05,"Pro","jungle dire"
"34",885433,61,80,"599569853","dire","%40MiSeRyDOTA",1,32967,33,1.66087875585082e-05,"Pro","jungle dire"
"35",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,34,1.71120841511903e-05,"Pro","jungle dire"
"36",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,35,1.76153807438724e-05,"Pro","jungle dire"
"37",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,36,1.81186773365544e-05,"Pro","jungle dire"
"38",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,37,1.86219739292365e-05,"Pro","jungle dire"
"39",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,38,1.91252705219186e-05,"Pro","jungle dire"
"40",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,39,1.96285671146006e-05,"Pro","jungle dire"
"41",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,40,2.01318637072827e-05,"Pro","jungle dire"
"42",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,41,2.06351602999648e-05,"Pro","jungle dire"
"43",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,42,2.11384568926468e-05,"Pro","jungle dire"
"44",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,43,2.16417534853289e-05,"Pro","jungle dire"
"45",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,44,2.2145050078011e-05,"Pro","jungle dire"
"46",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,45,2.2648346670693e-05,"Pro","jungle dire"
"47",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,46,2.31516432633751e-05,"Pro","jungle dire"
"48",885766,61,79,"599569853","dire","%40MiSeRyDOTA",1,33300,47,2.36549398560572e-05,"Pro","jungle dire"
"49",900100,61,79,"599569853","dire","%40MiSeRyDOTA",1,47634,48,2.41582364487392e-05,"Pro","jungle dire"
"50",900500,62,79,"599569853","dire","%40MiSeRyDOTA",1,48034,49,2.46615330414213e-05,"Pro","jungle dire"
"51",902033,60,80,"599569853","dire","%40MiSeRyDOTA",1,49567,50,2.51648296341034e-05,"Pro","jungle dire"
"52",903300,60,81,"599569853","dire","%40MiSeRyDOTA",1,50834,51,2.56681262267854e-05,"Pro","jungle dire"
"53",903300,60,81,"599569853","dire","%40MiSeRyDOTA",1,50834,52,2.61714228194675e-05,"Pro","jungle dire"
"54",905433,60,81,"599569853","dire","%40MiSeRyDOTA",1,52967,53,2.66747194121496e-05,"Pro","jungle dire"
"55",906033,61,82,"599569853","dire","%40MiSeRyDOTA",1,53567,54,2.71780160048316e-05,"Pro","jungle dire"
"56",907366,64,83,"599569853","dire","%40MiSeRyDOTA",1,54900,55,2.76813125975137e-05,"Pro","jungle dire"
"57",908433,66,84,"599569853","dire","%40MiSeRyDOTA",1,55967,56,2.81846091901958e-05,"Pro","jungle dire"
"58",909166,66,85,"599569853","dire","%40MiSeRyDOTA",1,56700,57,2.86879057828778e-05,"Pro","jungle dire"
"59",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,58,2.91912023755599e-05,"Pro","jungle dire"
"60",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,59,2.9694498968242e-05,"Pro","jungle dire"
"61",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,60,3.01977955609241e-05,"Pro","jungle dire"
"62",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,61,3.07010921536061e-05,"Pro","jungle dire"
"63",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,62,3.12043887462882e-05,"Pro","jungle dire"
"64",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,63,3.17076853389703e-05,"Pro","jungle dire"
"65",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,64,3.22109819316523e-05,"Pro","jungle dire"
"66",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,65,3.27142785243344e-05,"Pro","jungle dire"
"67",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,66,3.32175751170165e-05,"Pro","jungle dire"
"68",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,67,3.37208717096985e-05,"Pro","jungle dire"
"69",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,68,3.42241683023806e-05,"Pro","jungle dire"
"70",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,69,3.47274648950627e-05,"Pro","jungle dire"
"71",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,70,3.52307614877447e-05,"Pro","jungle dire"
"72",910233,68,85,"599569853","dire","%40MiSeRyDOTA",1,57767,71,3.57340580804268e-05,"Pro","jungle dire"
"73",924433,67,87,"599569853","dire","%40MiSeRyDOTA",1,71967,72,3.62373546731089e-05,"Pro","jungle dire"
"74",925366,66,89,"599569853","dire","%40MiSeRyDOTA",1,72900,73,3.67406512657909e-05,"Pro","jungle dire"
"75",926433,65,91,"599569853","dire","%40MiSeRyDOTA",1,73967,74,3.7243947858473e-05,"Pro","jungle dire"
"76",927233,63,92,"599569853","dire","%40MiSeRyDOTA",1,74767,75,3.77472444511551e-05,"Pro","jungle dire"
"77",928100,61,92,"599569853","dire","%40MiSeRyDOTA",1,75634,76,3.82505410438371e-05,"Pro","jungle dire"
"78",929366,58,92,"599569853","dire","%40MiSeRyDOTA",1,76900,77,3.87538376365192e-05,"Pro","jungle dire"
"79",930366,57,92,"599569853","dire","%40MiSeRyDOTA",1,77900,78,3.92571342292013e-05,"Pro","jungle dire"
"80",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,79,3.97604308218833e-05,"Pro","jungle dire"
"81",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,80,4.02637274145654e-05,"Pro","jungle dire"
"82",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,81,4.07670240072475e-05,"Pro","jungle dire"
"83",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,82,4.12703205999295e-05,"Pro","jungle dire"
"84",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,83,4.17736171926116e-05,"Pro","jungle dire"
"85",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,84,4.22769137852937e-05,"Pro","jungle dire"
"86",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,85,4.27802103779757e-05,"Pro","jungle dire"
"87",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,86,4.32835069706578e-05,"Pro","jungle dire"
"88",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,87,4.37868035633399e-05,"Pro","jungle dire"
"89",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,88,4.42901001560219e-05,"Pro","jungle dire"
"90",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,89,4.4793396748704e-05,"Pro","jungle dire"
"91",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,90,4.52966933413861e-05,"Pro","jungle dire"
"92",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,91,4.57999899340681e-05,"Pro","jungle dire"
"93",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,92,4.63032865267502e-05,"Pro","jungle dire"
"94",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,93,4.68065831194323e-05,"Pro","jungle dire"
"95",930633,57,91,"599569853","dire","%40MiSeRyDOTA",1,78167,94,4.73098797121143e-05,"Pro","jungle dire"
"96",946900,56,91,"599569853","dire","%40MiSeRyDOTA",1,94434,95,4.78131763047964e-05,"Pro","jungle dire"
"97",948166,55,91,"599569853","dire","%40MiSeRyDOTA",1,95700,96,4.83164728974785e-05,"Pro","jungle dire"
"98",948166,55,91,"599569853","dire","%40MiSeRyDOTA",1,95700,97,4.88197694901605e-05,"Pro","jungle dire"
"99",948166,55,91,"599569853","dire","%40MiSeRyDOTA",1,95700,98,4.93230660828426e-05,"Pro","jungle dire"
"100",951366,55,90,"599569853","dire","%40MiSeRyDOTA",1,98900,99,4.98263626755247e-05,"Pro","jungle dire"
"101",952100,54,89,"599569853","dire","%40MiSeRyDOTA",1,99634,100,5.03296592682068e-05,"Pro","jungle dire"
"102",953033,53,87,"599569853","dire","%40MiSeRyDOTA",1,100567,101,5.08329558608888e-05,"Pro","jungle dire"
"103",954366,53,84,"599569853","dire","%40MiSeRyDOTA",1,101900,102,5.13362524535709e-05,"Pro","jungle dire"
"104",954566,52,84,"599569853","dire","%40MiSeRyDOTA",1,102100,103,5.1839549046253e-05,"Pro","jungle dire"
"105",956166,52,86,"599569853","dire","%40MiSeRyDOTA",1,103700,104,5.2342845638935e-05,"Pro","jungle dire"
"106",956166,52,86,"599569853","dire","%40MiSeRyDOTA",1,103700,105,5.28461422316171e-05,"Pro","jungle dire"
"107",956166,52,86,"599569853","dire","%40MiSeRyDOTA",1,103700,106,5.33494388242992e-05,"Pro","jungle dire"
"108",956166,52,86,"599569853","dire","%40MiSeRyDOTA",1,103700,107,5.38527354169812e-05,"Pro","jungle dire"
"109",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,108,5.43560320096633e-05,"Pro","jungle dire"
"110",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,109,5.48593286023454e-05,"Pro","jungle dire"
"111",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,110,5.53626251950274e-05,"Pro","jungle dire"
"112",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,111,5.58659217877095e-05,"Pro","jungle dire"
"113",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,112,5.63692183803916e-05,"Pro","jungle dire"
"114",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,113,5.68725149730736e-05,"Pro","jungle dire"
"115",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,114,5.73758115657557e-05,"Pro","jungle dire"
"116",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,115,5.78791081584378e-05,"Pro","jungle dire"
"117",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,116,5.83824047511198e-05,"Pro","jungle dire"
"118",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,117,5.88857013438019e-05,"Pro","jungle dire"
"119",960100,52,86,"599569853","dire","%40MiSeRyDOTA",1,107634,118,5.9388997936484e-05,"Pro","jungle dire"
