"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"1",909400,116,106,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,0,0,0,"Pro","base2 dire"
"2",910400,116,105,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,1000,1,3.62283924810145e-07,"Pro","base2 dire"
"3",911333,115,103,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,1933,2,7.2456784962029e-07,"Pro","base2 dire"
"4",912200,115,101,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,2800,3,1.08685177443044e-06,"Pro","base2 dire"
"5",913133,114,99,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,3733,4,1.44913569924058e-06,"Pro","base2 dire"
"6",914000,114,97,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,4600,5,1.81141962405073e-06,"Pro","base2 dire"
"7",915400,113,94,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,6000,6,2.17370354886087e-06,"Pro","base2 dire"
"8",916266,113,92,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,6866,7,2.53598747367102e-06,"Pro","base2 dire"
"9",917133,113,90,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,7733,8,2.89827139848116e-06,"Pro","base2 dire"
"10",918066,112,88,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,8666,9,3.26055532329131e-06,"Pro","base2 dire"
"11",919400,112,85,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,10000,10,3.62283924810145e-06,"Pro","base2 dire"
"12",920333,111,83,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,10933,11,3.9851231729116e-06,"Pro","base2 dire"
"13",921266,111,81,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,11866,12,4.34740709772174e-06,"Pro","base2 dire"
"14",922133,111,79,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,12733,13,4.70969102253189e-06,"Pro","base2 dire"
"15",923000,111,77,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,13600,14,5.07197494734203e-06,"Pro","bottomlane dire"
"16",924333,111,74,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,14933,15,5.43425887215218e-06,"Pro","bottomlane dire"
"17",925200,111,72,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,15800,16,5.79654279696232e-06,"Pro","bottomlane dire"
"18",926133,110,70,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,16733,17,6.15882672177247e-06,"Pro","bottomlane dire"
"19",927400,110,67,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,18000,18,6.52111064658261e-06,"Pro","bottomlane dire"
"20",928333,110,65,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,18933,19,6.88339457139276e-06,"Pro","bottomlane dire"
"21",929400,109,63,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,20000,20,7.2456784962029e-06,"Pro","bottomlane dire"
"22",930200,107,62,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,20800,21,7.60796242101305e-06,"Pro","jungle dire"
"23",931333,105,61,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,21933,22,7.97024634582319e-06,"Pro","jungle dire"
"24",932400,103,59,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,23000,23,8.33253027063334e-06,"Pro","jungle dire"
"25",933000,102,58,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,23600,24,8.69481419544348e-06,"Pro","jungle dire"
"26",934333,100,56,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,24933,25,9.05709812025363e-06,"Pro","jungle dire"
"27",935400,98,55,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,26000,26,9.41938204506377e-06,"Pro","jungle dire"
"28",936200,97,53,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,26800,27,9.78166596987392e-06,"Pro","jungle dire"
"29",937266,95,52,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,27866,28,1.01439498946841e-05,"Pro","jungle dire"
"30",938400,93,50,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,29000,29,1.05062338194942e-05,"Pro","jungle dire"
"31",939333,91,50,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,29933,30,1.08685177443044e-05,"Pro","jungle dire"
"32",940200,89,50,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,30800,31,1.12308016691145e-05,"Pro","jungle dire"
"33",941266,87,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,31866,32,1.15930855939246e-05,"Pro","jungle dire"
"34",942400,84,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,33000,33,1.19553695187348e-05,"Pro","void dire"
"35",943333,82,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,33933,34,1.23176534435449e-05,"Pro","jungle dire"
"36",944200,80,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,34800,35,1.26799373683551e-05,"Pro","jungle dire"
"37",945333,78,53,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,35933,36,1.30422212931652e-05,"Pro","jungle dire"
"38",946200,78,55,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,36800,37,1.34045052179754e-05,"Pro","jungle dire"
"39",947133,77,57,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,37733,38,1.37667891427855e-05,"Pro","jungle dire"
"40",948200,77,59,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,38800,39,1.41290730675957e-05,"Pro","jungle dire"
"41",948866,76,60,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,39466,40,1.44913569924058e-05,"Pro","jungle dire"
"42",950266,77,58,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,40866,41,1.48536409172159e-05,"Pro","jungle dire"
"43",950933,77,57,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,41533,42,1.52159248420261e-05,"Pro","jungle dire"
"44",952400,78,58,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,43000,43,1.55782087668362e-05,"Pro","jungle dire"
"45",953333,78,60,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,43933,44,1.59404926916464e-05,"Pro","jungle dire"
"46",954266,79,62,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,44866,45,1.63027766164565e-05,"Pro","jungle dire"
"47",955266,80,64,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,45866,46,1.66650605412667e-05,"Pro","jungle dire"
"48",956133,80,66,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,46733,47,1.70273444660768e-05,"Pro","midlane dire"
"49",957400,82,68,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,48000,48,1.7389628390887e-05,"Pro","midlane dire"
"50",958066,83,69,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,48666,49,1.77519123156971e-05,"Pro","midlane dire"
"51",959400,85,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,50000,50,1.81141962405073e-05,"Pro","midlane dire"
"52",960333,87,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,50933,51,1.84764801653174e-05,"Pro","midlane dire"
"53",961266,89,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,51866,52,1.88387640901275e-05,"Pro","jungle dire"
"54",961733,90,70,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,52333,53,1.92010480149377e-05,"Pro","jungle dire"
"55",963333,90,70,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,53933,54,1.95633319397478e-05,"Pro","jungle dire"
"56",964000,89,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,54600,55,1.9925615864558e-05,"Pro","jungle dire"
"57",965400,86,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,56000,56,2.02878997893681e-05,"Pro","midlane dire"
"58",966333,84,71,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,56933,57,2.06501837141783e-05,"Pro","midlane dire"
"59",967200,83,69,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,57800,58,2.10124676389884e-05,"Pro","midlane dire"
"60",968400,81,67,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,59000,59,2.13747515637986e-05,"Pro","midlane dire"
"61",969000,80,66,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,59600,60,2.17370354886087e-05,"Pro","midlane dire"
"62",970000,80,64,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,60600,61,2.20993194134189e-05,"Pro","jungle dire"
"63",971400,79,61,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,62000,62,2.2461603338229e-05,"Pro","jungle dire"
"64",972066,78,60,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,62666,63,2.28238872630391e-05,"Pro","jungle dire"
"65",973400,79,57,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,64000,64,2.31861711878493e-05,"Pro","jungle dire"
"66",974266,79,55,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,64866,65,2.35484551126594e-05,"Pro","jungle dire"
"67",975200,79,53,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,65800,66,2.39107390374696e-05,"Pro","jungle dire"
"68",976200,80,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,66800,67,2.42730229622797e-05,"Pro","jungle dire"
"69",977133,80,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,67733,68,2.46353068870899e-05,"Pro","jungle dire"
"70",977133,80,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,67733,69,2.49975908119e-05,"Pro","jungle dire"
"71",977133,80,51,"590348637","dire","%5BHyperX%5D%20Liquid%60TC",0,67733,70,2.53598747367102e-05,"Pro","jungle dire"
