team,time,value
1,0,29
1,1,29
1,2,29
1,3,29
1,4,29
1,5,29
1,6,34
1,7,34
1,8,34
1,9,46
1,10,34
1,11,34
1,12,34
1,13,34
1,14,34
1,15,35
1,16,33
1,17,45
1,18,45
1,19,51
1,20,39
1,21,51
1,22,51
1,23,51
1,24,39
1,25,40
1,26,40
1,27,40
1,28,40
1,29,40
1,30,40
1,31,40
1,32,64
1,33,52
1,34,52
1,35,52
1,36,50
1,37,50
1,38,44
1,39,44
1,40,44
1,41,44
1,42,50
1,43,38
1,44,25
1,45,25
1,46,31
1,47,31
1,48,41
1,49,29
1,50,29
1,51,29
1,52,29
1,53,29
1,54,29
1,55,29
1,56,29
1,57,29
1,58,29
1,59,29
1,60,29
1,61,35
1,62,35
1,63,35
1,64,35
1,65,47
1,66,33
1,67,33
1,68,33
1,69,33
1,70,24
1,71,33
1,72,33
1,73,39
1,74,39
1,75,40
1,76,40
1,77,40
1,78,40
1,79,40
1,80,40
1,81,40
1,82,40
1,83,40
1,84,40
1,85,40
1,86,40
1,87,40
1,88,40
1,89,40
1,90,40
1,91,40
1,92,42
1,93,54
1,94,54
1,95,48
1,96,48
1,97,48
1,98,48
1,99,47
1,100,47
1,101,51
1,102,45
1,103,45
1,104,45
1,105,51
1,106,39
1,107,39
1,108,47
1,109,47
1,110,47
1,111,47
1,112,47
1,113,47
1,114,39
1,115,39
1,116,39
1,117,39
1,118,39
1,119,39
1,120,39
1,121,39
1,122,47
1,123,47
1,124,59
1,125,53
1,126,53
1,127,53
1,128,45
1,129,45
1,130,45
1,131,45
1,132,45
1,133,45
1,134,53
1,135,53
1,136,59
1,137,47
1,138,51
1,139,51
1,140,51
1,141,47
1,142,47
1,143,47
1,144,47
1,145,48
1,146,48
1,147,48
1,148,42
1,149,42
1,150,54
1,151,54
1,152,54
1,153,66
1,154,66
1,155,60
1,156,60
1,157,54
1,158,54
1,159,46
1,160,46
1,161,46
1,162,46
1,163,52
1,164,40
1,165,40
1,166,39
1,167,39
1,168,39
1,169,39
1,170,40
1,171,40
1,172,47
1,173,47
1,174,47
1,175,53
1,176,53
1,177,53
1,178,41
1,179,53
1,180,47
1,181,47
1,182,47
1,183,47
1,184,47
1,185,47
1,186,47
1,187,46
1,188,46
1,189,64
