team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,8
1,8,8
1,9,8
1,10,8
1,11,26
1,12,26
1,13,29
1,14,29
1,15,29
1,16,31
1,17,29
1,18,29
1,19,29
1,20,31
1,21,43
1,22,43
1,23,45
1,24,57
1,25,45
1,26,45
1,27,59
1,28,47
1,29,34
1,30,31
1,31,31
1,32,29
1,33,29
1,34,29
1,35,29
1,36,29
1,37,29
1,38,29
1,39,29
1,40,29
1,41,35
1,42,37
1,43,49
1,44,23
1,45,23
1,46,23
1,47,23
1,48,23
1,49,21
1,50,49
1,51,37
1,52,47
1,53,35
1,54,23
1,55,23
1,56,23
1,57,23
1,58,23
1,59,23
1,60,23
1,61,23
1,62,23
1,63,23
1,64,23
1,65,37
1,66,29
1,67,29
1,68,29
1,69,29
1,70,29
1,71,29
1,72,37
1,73,37
1,74,37
1,75,37
1,76,37
1,77,37
1,78,31
1,79,27
1,80,27
1,81,32
1,82,32
1,83,32
1,84,42
1,85,42
1,86,42
1,87,42
1,88,42
1,89,42
1,90,42
1,91,52
1,92,52
1,93,62
1,94,62
1,95,62
1,96,62
1,97,62
1,98,62
1,99,62
1,100,62
1,101,61
1,102,61
1,103,61
1,104,61
1,105,61
1,106,60
1,107,58
1,108,58
1,109,58
1,110,58
1,111,58
1,112,58
1,113,58
1,114,58
1,115,59
1,116,59
1,117,59
1,118,59
1,119,59
1,120,59
1,121,59
1,122,59
1,123,59
1,124,59
1,125,59
1,126,59
1,127,59
1,128,59
1,129,59
1,130,59
1,131,49
1,132,49
1,133,49
1,134,51
1,135,53
1,136,53
1,137,41
1,138,41
1,139,41
1,140,41
1,141,41
1,142,41
1,143,41
1,144,51
1,145,63
1,146,48
1,147,48
1,148,48
1,149,38
1,150,38
1,151,38
1,152,38
1,153,50
1,154,50
1,155,48
1,156,48
1,157,48
1,158,48
1,159,48
1,160,48
1,161,48
1,162,49
1,163,49
1,164,49
1,165,48
1,166,48
1,167,48
1,168,48
1,169,49
1,170,48
1,171,48
1,172,39
1,173,39
1,174,39
1,175,39
1,176,39
1,177,51
1,178,49
1,179,49
1,180,49
1,181,49
1,182,49
1,183,49
1,184,39
1,185,39
1,186,49
1,187,49
1,188,49
1,189,49
1,190,49
1,191,49
1,192,49
1,193,49
1,194,49
1,195,49
1,196,49
1,197,49
1,198,49
1,199,61
1,200,56
1,201,56
1,202,58
1,203,46
1,204,58
1,205,58
1,206,58
1,207,62
1,208,50
1,209,51
1,210,51
1,211,63
1,212,58
1,213,58
1,214,48
1,215,54
1,216,48
1,217,48
1,218,49
1,219,48
1,220,48
1,221,48
1,222,48
1,223,48
1,224,48
1,225,52
1,226,52
1,227,52
1,228,46
1,229,46
1,230,45
1,231,45
1,232,45
1,233,46
1,234,55
1,235,54
1,236,56
1,237,56
1,238,63
1,239,63
1,240,68
1,241,56
1,242,56
