team,time,value
1,0,23
1,1,23
1,2,23
1,3,26
1,4,26
1,5,26
1,6,26
1,7,26
1,8,26
1,9,26
1,10,28
1,11,30
1,12,30
1,13,32
1,14,32
1,15,18
1,16,18
1,17,21
1,18,21
1,19,21
1,20,35
1,21,47
1,22,53
1,23,53
1,24,44
1,25,32
1,26,37
1,27,32
1,28,32
1,29,32
1,30,38
1,31,26
1,32,26
1,33,26
1,34,42
1,35,42
1,36,66
1,37,54
1,38,42
1,39,42
1,40,40
1,41,28
1,42,38
1,43,38
1,44,50
1,45,40
1,46,40
1,47,40
1,48,40
1,49,40
1,50,52
1,51,44
1,52,44
1,53,44
1,54,29
1,55,29
1,56,29
1,57,29
1,58,29
1,59,29
1,60,29
1,61,29
1,62,29
1,63,29
1,64,29
1,65,29
1,66,29
1,67,29
1,68,41
1,69,41
1,70,41
1,71,35
1,72,41
1,73,41
1,74,41
1,75,47
1,76,41
1,77,29
1,78,29
1,79,29
1,80,29
1,81,44
1,82,56
1,83,54
1,84,54
1,85,40
1,86,40
1,87,40
1,88,40
1,89,40
1,90,40
1,91,40
1,92,40
1,93,40
1,94,40
1,95,40
1,96,40
1,97,40
1,98,42
1,99,42
1,100,42
1,101,42
1,102,42
1,103,42
1,104,42
1,105,42
1,106,54
1,107,48
1,108,48
1,109,48
1,110,39
1,111,39
1,112,40
1,113,47
1,114,39
1,115,39
1,116,40
1,117,40
1,118,40
1,119,47
1,120,47
1,121,40
1,122,40
1,123,48
1,124,48
1,125,39
1,126,48
1,127,48
1,128,48
1,129,48
1,130,48
1,131,54
1,132,42
1,133,41
1,134,41
1,135,41
1,136,42
1,137,41
1,138,41
1,139,41
1,140,41
1,141,41
1,142,41
1,143,53
1,144,38
1,145,52
1,146,40
1,147,40
1,148,40
1,149,39
1,150,39
1,151,39
1,152,51
1,153,40
1,154,41
1,155,43
1,156,43
1,157,31
1,158,31
1,159,31
1,160,31
1,161,31
1,162,41
1,163,41
1,164,31
1,165,41
1,166,41
1,167,53
1,168,47
1,169,47
1,170,47
1,171,47
1,172,41
1,173,41
1,174,41
1,175,41
1,176,53
1,177,47
1,178,47
1,179,39
1,180,39
1,181,39
1,182,39
1,183,47
1,184,47
1,185,47
1,186,41
1,187,41
1,188,41
