team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,5
1,8,5
1,9,5
1,10,23
1,11,41
1,12,50
1,13,50
1,14,50
1,15,50
1,16,46
1,17,42
1,18,42
1,19,34
1,20,30
1,21,30
1,22,30
1,23,30
1,24,30
1,25,30
1,26,30
1,27,30
1,28,36
1,29,54
1,30,65
1,31,47
1,32,39
1,33,32
1,34,37
1,35,25
1,36,25
1,37,25
1,38,25
1,39,25
1,40,25
1,41,29
1,42,25
1,43,25
1,44,37
1,45,37
1,46,25
1,47,25
1,48,25
1,49,25
1,50,25
1,51,25
1,52,25
1,53,25
1,54,25
1,55,29
1,56,41
1,57,56
1,58,54
1,59,48
1,60,54
1,61,36
1,62,39
1,63,39
1,64,43
1,65,48
1,66,48
1,67,48
1,68,48
1,69,56
1,70,44
1,71,40
1,72,40
1,73,40
1,74,40
1,75,40
1,76,40
1,77,40
1,78,46
1,79,74
1,80,62
1,81,50
1,82,35
1,83,53
1,84,29
1,85,29
1,86,44
1,87,44
1,88,56
1,89,54
1,90,42
1,91,42
1,92,42
1,93,42
1,94,42
1,95,42
1,96,42
1,97,42
1,98,42
1,99,42
1,100,54
1,101,40
1,102,40
1,103,40
1,104,40
1,105,40
1,106,40
1,107,40
1,108,52
1,109,46
1,110,45
1,111,45
1,112,53
1,113,41
1,114,41
1,115,41
1,116,53
1,117,39
1,118,39
1,119,39
1,120,41
1,121,41
1,122,41
1,123,41
1,124,47
1,125,59
1,126,45
1,127,37
1,128,37
1,129,36
1,130,35
1,131,49
1,132,37
1,133,37
1,134,37
1,135,38
1,136,37
1,137,38
1,138,39
1,139,39
1,140,39
1,141,38
1,142,38
1,143,38
1,144,38
1,145,40
1,146,40
1,147,40
1,148,40
1,149,46
1,150,46
1,151,46
1,152,46
1,153,58
1,154,46
1,155,46
1,156,46
1,157,47
1,158,47
1,159,38
1,160,38
1,161,37
1,162,38
1,163,38
1,164,38
1,165,38
1,166,38
1,167,38
1,168,40
1,169,40
1,170,40
1,171,40
1,172,40
1,173,40
1,174,52
1,175,38
1,176,38
1,177,39
1,178,39
1,179,53
1,180,41
1,181,41
1,182,31
1,183,31
1,184,31
1,185,31
1,186,31
1,187,31
1,188,31
1,189,31
1,190,43
1,191,29
1,192,29
1,193,29
1,194,29
1,195,29
1,196,39
1,197,39
1,198,51
1,199,45
1,200,59
1,201,47
1,202,44
1,203,44
1,204,44
1,205,44
1,206,65
1,207,46
1,208,66
1,209,40
1,210,40
1,211,41
1,212,53
1,213,47
1,214,47
1,215,47
1,216,47
1,217,47
1,218,48
1,219,48
1,220,46
1,221,52
1,222,51
1,223,40
1,224,54
1,225,42
1,226,42
1,227,42
1,228,42
1,229,42
1,230,42
1,231,42
1,232,42
1,233,41
1,234,41
1,235,41
1,236,41
1,237,42
1,238,42
1,239,54
1,240,42
1,241,42
1,242,52
