team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,20
1,7,20
1,8,20
1,9,20
1,10,20
1,11,20
1,12,20
1,13,20
1,14,20
1,15,20
1,16,20
1,17,20
1,18,20
1,19,32
1,20,32
1,21,32
1,22,31
1,23,31
1,24,31
1,25,29
1,26,17
1,27,32
1,28,30
1,29,30
1,30,30
1,31,30
1,32,31
1,33,31
1,34,31
1,35,31
1,36,45
1,37,33
1,38,33
1,39,45
1,40,45
1,41,57
1,42,45
1,43,33
1,44,47
1,45,47
1,46,47
1,47,47
1,48,47
1,49,35
1,50,35
1,51,35
1,52,35
1,53,35
1,54,35
1,55,35
1,56,20
1,57,32
1,58,18
1,59,18
1,60,18
1,61,18
1,62,18
1,63,18
1,64,18
1,65,18
1,66,18
1,67,18
1,68,18
1,69,18
1,70,18
1,71,18
1,72,18
1,73,18
1,74,18
1,75,18
1,76,18
1,77,18
1,78,18
1,79,18
1,80,18
1,81,18
1,82,18
1,83,27
1,84,27
1,85,27
1,86,27
1,87,42
1,88,42
1,89,42
1,90,42
1,91,42
1,92,42
1,93,42
1,94,42
1,95,42
1,96,42
1,97,42
1,98,42
1,99,42
1,100,42
1,101,42
1,102,42
1,103,42
1,104,42
1,105,42
1,106,42
1,107,42
1,108,42
1,109,42
1,110,41
1,111,41
1,112,41
1,113,41
1,114,41
1,115,41
1,116,41
1,117,41
1,118,41
1,119,41
1,120,41
1,121,41
1,122,41
1,123,41
1,124,41
1,125,39
1,126,53
1,127,41
1,128,53
1,129,39
1,130,39
1,131,39
1,132,39
1,133,39
1,134,39
1,135,39
1,136,39
1,137,39
1,138,43
1,139,43
1,140,43
1,141,39
1,142,39
1,143,39
1,144,38
1,145,39
1,146,39
1,147,39
1,148,41
1,149,41
1,150,45
1,151,45
1,152,45
1,153,45
1,154,45
1,155,55
1,156,41
1,157,41
1,158,41
1,159,41
1,160,49
1,161,63
1,162,55
1,163,41
1,164,53
1,165,53
1,166,53
1,167,39
1,168,41
1,169,29
1,170,29
1,171,33
1,172,33
1,173,33
1,174,33
1,175,33
1,176,33
1,177,33
1,178,29
1,179,29
1,180,29
1,181,29
1,182,29
1,183,25
1,184,25
1,185,25
1,186,25
1,187,40
1,188,39
1,189,39
1,190,51
1,191,46
1,192,46
1,193,51
1,194,39
1,195,39
1,196,43
1,197,43
1,198,43
1,199,43
1,200,43
1,201,43
1,202,43
1,203,43
1,204,43
1,205,39
1,206,39
1,207,39
1,208,38
1,209,39
1,210,39
1,211,42
1,212,42
1,213,42
1,214,38
1,215,52
1,216,40
1,217,40
1,218,52
1,219,38
1,220,38
1,221,38
1,222,38
1,223,38
1,224,38
1,225,38
1,226,38
1,227,38
1,228,38
1,229,38
1,230,38
1,231,38
1,232,38
1,233,38
1,234,38
1,235,38
1,236,38
1,237,38
1,238,48
1,239,48
1,240,48
1,241,48
1,242,48
