team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,5
1,8,5
1,9,5
1,10,23
1,11,23
1,12,23
1,13,23
1,14,23
1,15,26
1,16,29
1,17,32
1,18,32
1,19,32
1,20,46
1,21,34
1,22,34
1,23,34
1,24,38
1,25,28
1,26,37
1,27,28
1,28,32
1,29,20
1,30,20
1,31,20
1,32,22
1,33,32
1,34,32
1,35,32
1,36,32
1,37,33
1,38,33
1,39,35
1,40,35
1,41,35
1,42,35
1,43,35
1,44,35
1,45,41
1,46,41
1,47,41
1,48,65
1,49,53
1,50,53
1,51,53
1,52,59
1,53,20
1,54,20
1,55,20
1,56,20
1,57,20
1,58,20
1,59,20
1,60,20
1,61,20
1,62,18
1,63,18
1,64,18
1,65,32
1,66,20
1,67,18
1,68,18
1,69,18
1,70,18
1,71,18
1,72,18
1,73,18
1,74,18
1,75,18
1,76,18
1,77,18
1,78,30
1,79,24
1,80,24
1,81,24
1,82,24
1,83,24
1,84,24
1,85,24
1,86,24
1,87,24
1,88,33
1,89,33
1,90,33
1,91,33
1,92,48
1,93,48
1,94,46
1,95,46
1,96,46
1,97,52
1,98,40
1,99,40
1,100,40
1,101,40
1,102,40
1,103,40
1,104,40
1,105,40
1,106,40
1,107,52
1,108,46
1,109,46
1,110,52
1,111,52
1,112,46
1,113,46
1,114,46
1,115,45
1,116,61
1,117,61
1,118,61
1,119,49
1,120,47
1,121,39
1,122,39
1,123,38
1,124,38
1,125,38
1,126,38
1,127,38
1,128,39
1,129,39
1,130,39
1,131,48
1,132,48
1,133,60
1,134,46
1,135,46
1,136,46
1,137,48
1,138,48
1,139,48
1,140,48
1,141,48
1,142,47
1,143,47
1,144,47
1,145,47
1,146,47
1,147,39
1,148,39
1,149,47
1,150,47
1,151,39
1,152,39
1,153,39
1,154,39
1,155,40
1,156,40
1,157,52
1,158,53
1,159,39
1,160,39
1,161,39
1,162,39
1,163,40
1,164,54
1,165,42
1,166,42
1,167,42
1,168,42
1,169,42
1,170,42
1,171,42
1,172,42
1,173,56
1,174,56
1,175,42
1,176,54
1,177,48
1,178,48
1,179,48
1,180,48
1,181,40
1,182,40
1,183,40
1,184,39
1,185,38
1,186,38
1,187,38
1,188,38
1,189,38
1,190,40
1,191,39
1,192,39
1,193,39
1,194,39
1,195,39
1,196,39
1,197,39
1,198,39
1,199,47
1,200,37
1,201,37
1,202,37
1,203,49
1,204,35
1,205,35
1,206,35
1,207,35
1,208,35
1,209,45
1,210,45
1,211,45
1,212,45
1,213,46
1,214,46
1,215,46
1,216,46
1,217,46
1,218,38
1,219,38
1,220,38
1,221,38
1,222,38
1,223,38
1,224,38
1,225,54
1,226,54
1,227,54
1,228,48
1,229,54
1,230,42
1,231,42
1,232,42
1,233,54
1,234,53
1,235,53
1,236,41
1,237,41
1,238,41
1,239,41
1,240,41
1,241,42
1,242,42
